localidad,latitud,longitud,distancia_centro_km,latitud_centro,longitud_centro,estrellas,valoracion_clientes,n_valoraciones,Parking,Parking_gratis,Gimnasio,Restaurante,Piscina,Piscina_interior,Piscina_infinita,Aire,Calefaccion,Vistas,Terraza,Baño_privado,tamaño_habitacion,dias_restantes,precio,tipo_Hotel,mes_disponible
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,212,68,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,213,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,214,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,215,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,216,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,217,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,218,68,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,219,68,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,220,54,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,221,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,222,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,223,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,224,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,225,68,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,226,68,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,227,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,228,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,229,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,230,59,True,12
38,37.25443333310513,-6.945235580205917,0.454,37.257587,-6.9484944,3,8.3,4033,False,False,False,False,False,False,False,True,True,False,False,True,15,231,90,True,12
68,37.18288604625951,-6.977120339870453,0.966,37.183025,-6.9662204,3,8.9,917,False,False,False,False,False,False,False,True,True,False,False,True,15,0,106,True,5
68,37.18288604625951,-6.977120339870453,0.966,37.183025,-6.9662204,3,8.9,917,False,False,False,False,False,False,False,True,True,False,False,True,15,1,112,True,5
